area,family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,First_record_year,First_record_observer,First_Record_Institution_ID,First_Record_Collection_No,First_Record_Location,critical_comments,reviewed,review_status,annotation_status
saanich,Rosaceae,Physocarpus capitatus,Physocarpus capitatus,"Moist woods, streambanks and lake margins; common throughout.",,1971-07-14,J. Kuijt,LEA,4340?,"Teanook Lake, near Victoria",Note: LEA = University of Lethbridge Herbarium,TL,remaining,remaining
saanich,Rosaceae,Potentilla anserina ssp. pacifica,Argentina pacifica,"Mud flats, wet meadowland, margins of ponds and streams; check vouchers for ssp.",,1901-05-25,J.R. Anderson,RBCM,V026685,"Saanich Inlet: original label reads ""Saanich Arm""",,TL,remaining,remaining
saanich,Rosaceae,Potentilla gracilis var. gracilis,Potentilla gracilis gracilis,"Grassland and open, wooded areas; widely distributed throughout, occasional.",,1976-07-22,A.&O. Ceska,RBCM,V167363,Victoria; Oak Bay; Cattle Point,Note: See BC CDC where records are incomplete.,TL,remaining,remaining
saanich,Rosaceae,Potentilla norvegica,Potentilla norvegica,Thickets and open woodlands; occasional; Victoria and the Highland district. TCB Glen Lake 1989. Bennet Mount Joy Road 2017.,,1989-09-02,T.C. Brayshaw,RBCM,V151683,Victoria; Glen Lake: east end of lake,,TL,remaining,remaining
saanich,Rosaceae,Potentilla rivalis,Potentilla rivalis,"Wet, grassy places; rare; known only from Thetis Lake Park and Goldstream. No peninsula vouchers found. HJ Somenos Lake 1996.",,1972-12,A.F. Szczawinski & A.S.Harrison,FSP,p. 65,"""Known from Thetis Lake Park and Goldstream.""",Note: FSP = Flora of the Saanich Peninsula A.F. Szczawinski & A.S. Harrison 1972.,TL,remaining,remaining
saanich,Rosaceae,Poteridium annuum,Sanguisorba annua,"Reported by M. C. Melburn from Thetis Park. A&OC Thetis lake 1977, FL Goldstream gravel path 1992.",,1972-06-01,H. Roemer,RBCM,V155690,"Witty's Lagoon, Metchosin",Note: Found under synonym Sanguisorba occidentalis.,TL,remaining,remaining
saanich,Rosaceae,Poterium sanguisorba,Sanguisorba minor,Native of Europe; waste places and grassy flats; occasional throughout.,,1976-05-30,A.&O. Ceska,RBCM,V155214,"Metchosin, Rocky Point Road at Weir Beach",Note: Found under synonym Sanguisorba minor.,TL,remaining,remaining
saanich,Rosaceae,Prunus avium,Prunus avium,"Occasional seedlings, TCB Beaver Lake 1982.",,1982-05-09,T.C. Brayshaw,RBCM,V117545,Saanich; Beaver Lake,,TL,remaining,remaining
saanich,Rosaceae,Prunus cerasifera,Prunus cerasifera,"Zika Fort Rodd Hill, Beacon Hill 2006. A&OC Cattle Point 2006.",,2006-02-16,P.F. Zika,RBCM,V206291,"Oak Bay, northwest of Cattle Point, near Beach Drive",,TL,remaining,remaining
saanich,Rosaceae,Prunus emarginata,Prunus emarginata,"Moist, woody, or open places; common throughout.",,1915-07-28,W.H. Robertson,UBC,V046460,Victoria,,TL,remaining,remaining
saanich,Rosaceae,Prunus laurocerasus,Prunus laurocerasus,Zika Fort Rodd Hill 2006. Many iNaturalist reports throughout - no information on naturalization.,,2006-02-17,P.F. Zika,UWBM,163433,"Near Fort Rodd Hill, Ocean Boulevard, near Royal Roads University","Note: UWBM = University of Washington, Burke Museum",TL,remaining,remaining
saanich,Rosaceae,Prunus mahaleb,Prunus mahaleb,"Fenneman moist, mixed forest East Saanich Indian Reserve #2 2012.",,2012-04-23,J. Fenneman,Photo,"29,429",Saanich Peninsula,,TL,remaining,remaining
saanich,Rosaceae,Prunus pugetensis,Prunus × pugetensis,Zika Beacon Hill Park 2002.,,2002-05-06,P.F. Zika,UWBM,30581,"Near summit of east slope of Beacon Hill, Beacon Hill Park  ","Note: UWBM = University of Washington, Burke Museum. Accepted name: Prunus xpugetensis. (P. avium x emarginata) Zika",TL,remaining,remaining
saanich,Rosaceae,Prunus spinosa,Prunus spinosa,"Native of Europe; along the roads or borders of open fields; escapee from cultivation and well established in many areas; most abundant in Saanichton, Langford, and Royal Oak. TCB Dallas Road 1993, FL Wallace Drive 1998.",,1993-03-20,T.C. Brayshaw,RBCM,V162499,"Victoria: Sea shore, ca. 100 m W of corner of Dallas Rd. and Douglas St.",,TL,remaining,remaining
saanich,Rosaceae,Prunus virginiana,Prunus virginiana,"Streambanks, thickets, and rocky cliffs; Victoria and Esquimalt. AC Mt Finlayson 1977, HLR Jocelyn Hill. 1996.",,1896-05-24,J.R. Anderson,UBC,V080188,Mount Finlayson,Note: (var. demissa) ID K.I. Beamish 1962,TL,remaining,remaining
saanich,Rosaceae,Pyracantha coccinea,Pyracantha coccinea,"Macoun Central Saanich 1915, TCB spreading Oak Bay 1989. FL has collections of P. fortuneana (Maxim.) H.L. Li from Coquitlam.",,1908-07-21,J.M. Macoun,CMN,CAN 68884,Colquitz River near Victoria,"Note: CMN = Canadian Museum of Nature, Ottawa",TL,remaining,remaining
saanich,Rosaceae,Pyrus communis,Pyrus communis,"Harrison Uplands Park and Gordon Head 1966,",,1966-07-26,A.S. Harrison,RBCM,V062010,Victoria; Oak Bay; Cattle Point,,TL,remaining,remaining
saanich,Rosaceae,Rosa canina,Rosa canina,Many reports iNaturalist for area. (Confused with rubinginosa?) No herbarium records for area on eFlora BC.,,2018-11-06,belyykit,iNaturalist,18294580,"James Bay, Victoria",,TL,remaining,remaining
saanich,Rosaceae,Rosa gymnocarpa,Rosa gymnocarpa,"Moist to dry woods, occasionally in open; very common throughout.",,1916-09-04,J.R. Anderson,WS,WS46186,Waugh Creek,"Note: WS = Washington State University, Marion Ownbey Herbarium  (At Pullman, Washington) (R. gymnocarpa var. gymnocarpa = R. gymnocarpa  Source: CPNWH)",TL,remaining,remaining
saanich,Rosaceae,Rosa multiflora,Rosa multiflora,A&OC Old West Saanich Rd 1994. Naturalized?,,1994-06-12,A.&O. Ceska,RBCM,V177194,Saanich: Old West Saanich Road,,TL,remaining,remaining
saanich,Rosaceae,Rosa nutkana,Rosa nutkana,"Open to wooded places, thickets; very common throughout. ssp. n present?",,1916-06-12,J.R. Anderson,WS,WS51810,Victoria,"Note: WS = Washington State University, Marion Ownbey Herbarium  (At Pullman, Washington) Accepted name: R. gymnocarpa ssp. gymnocarpa Source: CPNWH)",TL,remaining,remaining
saanich,Rosaceae,Rosa pisocarpa,Rosa pisocarpa,"Thickets and open woods; Victoria, Uplands, Esquimalt, Saanich, and Sidney; common throughout.",,*1913-12,J.K. Henry,UBC,V063970,Victoria,"Note: *Voucher specimen ""Presented to the Provincial Herbarium B.C. December 1913"" by E. Wilson. Label on bottom left of specimen. Now in UBC Herbarium.",TL,remaining,remaining
saanich,Rosaceae,Rosa rubiginosa,Rosa rubiginosa,Native of Europe; naturalized along roadsides and pastures.,,1967-06-14,A.S. Harrison,UMO,1682664,"End of Greig Rd., Brentwood.",,TL,remaining,remaining
saanich,Rosaceae,Rubus armeniacus,Rubus armeniacus,Question if can be separated from bifrons-discolor. Several collections under this name CDC Explorer.,,1975-08-23,R. Long,RBCM,V104222,Sidney,,TL,remaining,remaining
saanich,Rosaceae,Rubus bifrons,Rubus bifrons,Native of Europe; an escapee and well established in some areas.,,1951-06-21,P. Raymer,UBC,V071012,"Central Saanich, Brentwood.",,TL,remaining,remaining
saanich,Rosaceae,Rubus laciniatus,Rubus laciniatus,Widely distributed throughout.,,1991-06-15,T.C. Brayshaw,RBCM,V176559,Discovery Island; Oak Bay: N side of Island ,,TL,remaining,remaining
saanich,Rosaceae,Rubus leucodermis,Rubus leucodermis,"Open woods, ditches, roadsides; widely distributed throughout",,1974-06-08,C.F. Newcombe,WTU,168893,Goldstream,Note: WTU = University of Washington,TL,remaining,remaining
saanich,Rosaceae,Rubus nivalis,Rubus nivalis,"Known only from Victoria, where it was collected by W. B. Anderson in 1921, not collected since.",,1921,W.B. Anderson,FSP,p. 65,Victoria,Note: F.S.P. = Flora of the Saanich Peninsula A.F. Szczawinski & A.S. Harrison 1972.  DELETE? (... not collected since.),TL,remaining,remaining
saanich,Rosaceae,Rubus parviflorus,Rubus parviflorus,Open to wooded places; very common throughout.,,1896-05-31,J.R. Anderson,WTU,182007,Parson's Bridge; View Royal,,TL,remaining,remaining
saanich,Rosaceae,Rubus spectabilis,Rubus spectabilis,"Newcombe collection re-identified as P. nuttalliana, no other records for peninsula. GD says no valid records for BC.????!!!",,1900-04-24,J.R. Anderson,UBC,V080193,"Victoria, Beacon Hill",,TL,remaining,remaining
saanich,Rosaceae,Rubus ursinus,Rubus ursinus,Clearings to fairly dense woodland; sporadic throughout.,,1950-05-18,V.J. Krajina,UBC,V189415,"Mount Douglas, near Victoria",,TL,remaining,remaining
saanich,Rosaceae,Sorbus aucuparia,Sorbus aucuparia,Native of Europe; planted as an ornamental and an occasional escapee from cultivation.,,1972-06-20,A. Ceska,RBCM,V155695,"Rithet's Bog, Victoria: Royal Oak area.",,TL,remaining,remaining
saanich,Rosaceae, Sorbus sitchensis,Sorbus sitchensis,This native species is planted occasionally as a boulevard tree in Victoria. Krajina Mt Douglas Park 1950. Wick Portland Island iNaturalist report 2019.,,1950-05-16,V.J. Krajina,UBC,V185676,"Mount Douglas Park, near Victoria",,TL,remaining,remaining
saanich,Rosaceae,Spiraea douglasii,Spiraea douglasii,"Swamps, bogs, lake margins, and wet, swampy places; common throughout.",,1905-08-03,C. Shaw,CM,CM460017,Goldstream,"CM = Carnegie Museum of Natural History, Pittsburg, Pennsylvania",TL,remaining,remaining
saanich,Rubiaceae,Galium aparine,Galium aparine,Thickets and wooded places; common throughout.,,1917-05-10,F. Perry,UBC,V032140,Victoria,,TL,remaining,remaining
saanich,Rubiaceae,Galium boreale,Galium boreale,"Moist thickets and open woods, rare.",,1913-06-12,W. Taylor,UBC,V103737,Victoria,,TL,remaining,remaining
saanich,Rubiaceae,Galium mollugo,Galium mollugo,"AC Spencer Pond, Langford 1987.",,,,,,,"HJ comment incomplete and is only occurrence found. Nothing found in UBC, RBCM, GBIF and  CPNWH databases.",,remaining,remaining
saanich,Rubiaceae,Galium odoratum,Galium odoratum,"Native of Europe; rare; collected by S. Flitcroft at Gorge Park in 1925, and the Highland district by A. E. Cooke in 1937.",,2006-06-11,B.A. Bennett,BABY,BABY-05680,"Victoria, Fernwood, 2640 Avebury Road",,TL,remaining,remaining
saanich,Rubiaceae,Galium spurium,Galium spurium,Marr Ogden Point parking lot just above high tide 2007. H&C2018 synonymize with G. aparine ??,not in FPNW2,2007-06-27,K. Marr,RBCM,V197407,"Victoria: Ogden Point parking lot, beside Pilot House",Note: G.  spurium = G. aparine. Source: CPNWH,,remaining,remaining
saanich,Rubiaceae,Galium trifidum,Galium trifidum,"Wet, swampy, and wooded areas; occasional throughout.",,1963-07-03,F. King,,BABY-00192,Victoria: Rithet's Bog,Note: BABY = Bruce Bennett Herbarium (BABY),TL,remaining,remaining
saanich,Rubiaceae,Galium triflorum,Galium triflorum,"Moist, woody habitat; common throughout.",,1968-07-04,J. Kuijt,LEA,2142626,"Vancouver Island, Teanook Lake",Note: LEA = Herbarium University of Lethbridge,TL,remaining,remaining
saanich,Rubiaceae,Galium verum,Galium verum,"Native of Europe; sparingly introduced in Victoria in Ross Bay, Oak Bay, and the Gorge area.",,1991-07-10,M. Shephard,RBCM,V152628,Oak Bay; Disovery Island: S. side of.,,TL,remaining,remaining
saanich,Rubiaceae,Sherardia arvensis,Sherardia arvensis,Native of Europe; waste places and open disturbed sites; a locally common weed in lawns.,,1917-05,J.K. Henry,UBC,V035259,Victoria,,TL,remaining,remaining
saanich,Ruppiaceae,Ruppia maritima,Ruppia maritima,"Brackish waters, ditches, ponds, and lakes; abundant in the Esquimalt area. PDW Chatham Island 1976",,1919-06,C.F. Newcombe,MACF,MACF031967,Victoria,"Note: MACF = MacFadden Herbarium, California State University Fullerton",TL,remaining,remaining
saanich,Lamiaceae,Stachys cooleyae,Stachys chamissonis cooleyae,Streambanks and moist land; sporadic throughout.,,1966-07-08,A.S. Harrison,UMO,1640881,"Dallas Rd, near foot of Douglas St, Victoria",Note: UMO = Missouri Botanical Garden (*Move to Lamiaceae!),TL,remaining,remaining
saanich,Salicaceae,Populus canescens,Populus × canescens,Native of Eurasia; planted as an ornamental tree and a frequent escapee from cultivation; often forming groups of many trees by vegetative spread.,,,,,,,Note: No occurrences found in Saanich Peninsula.,TL,remaining,remaining
saanich,Salicaceae,Populus tremuloides,Populus tremuloides,"Common throughout the area; because of its attractive habit, frequently introduced to many gardens.",,1893-05-27,J.M. Macoun,CMN,CAN 10187698,Victoria; Rollin's Farm,"Populus tremuloides var. vancouveriana? AS; Note: CMN =  Canadian Museum of Nature Herbarium (SYNTYPE) TL
                            
                        ",AS,in progress,remaining
saanich,Salicaceae,Populus trichocarpa,Populus trichocarpa,"Along streams, lakeshores, and wet places; occasional throughout.",,2010-05-11,Ian Cruickshank,iNaturalist,36104301,Victoria,,TL,remaining,remaining
saanich,Salicaceae,Salix candida,Salix candida,AC Pease lake 1971.,,1971-08-19,A. Ceska,RBCM,V182251,Pease Lake: releve 105-114,,TL,remaining,remaining
saanich,Salicaceae,Salix fragilis,Salix × fragilis,TCB 1999 Bowker Creek: S of Haultain Street & more or less opposite Dean Street; creek deeply ditched. S. alba var. vitellina (L.) Stokes.,,1981-07-11,T.C. Brayshaw,RBCM,V116786,"Elk Lake, Saanich",Note: hybrid white willow (Salix alba × Salix fragilis = Salix fragilis; Source: CPNWH),TL,remaining,remaining
saanich,Salicaceae,Salix geyeriana,Salix geyeriana,"Wet meadows, stream banks, and thickets; common throughout; represented by var. meleina Henry. H&C2018 var. meleiana",,1908-05-04,J.M. Macoun,F,V0352183F,near Victoria,"Note: F = Field Museum of Nature, Chicago",TL,remaining,remaining
saanich,Salicaceae,Salix hookeriana,Salix hookeriana,"A&O Ceska Trial Island, Blenkinsop Lake 1976 Pease Lake 1971, Thetis Lake 1971, Eagles lake 1999, TCB Beaver Lake 1983",,1893-05-18,J.M. Macoun,F,V0352581F,near Victoria,"Note: F = Field Museum of Nature, Chicago",TL,remaining,remaining
saanich,Salicaceae,Salix lasiandra,Salix lasiandra,Along banks and margins of lakes; common throughout. Most of our material belongs to var. lasiandra and some to var. caudata (Nutt.) Sudw. TCB 1991 Rithets Bog collection at V as S. lucida Muhl. TCB 1992 Chatham Island collection at V as S. lucida Muhl.,,1893-05-31,J.M. Macoun,F,V0380177F,Vicinity of Victoria,"Note: F = Field Museum of Nature, Chicago",TL,remaining,remaining
saanich,Salicaceae,Salix prolixa,Salix prolixa,Moist ground; throughout. TCB Rithet's Bog 1991,,1973-05-19,G.W. Argus,CMN,CAN 371786,Blenkinsop Lake (Lost Lake) vicinity of Victoria,"Note: CMN = Canadian Museum of Nature, Ottawa",TL,remaining,remaining
saanich,Salicaceae,Salix pseudomonticola,Salix pseudomonticola,TCB sterile collection Elk Lake 1980. Not included in TCB Catkin-Bearing Plants of BC.,,1980-09-24,T.C. Brayshaw,RBCM,V106374,Saanich; Beaver Lake,,TL,remaining,remaining
saanich,Salicaceae,Salix scouleriana,Salix scouleriana,Along streams and wet places; one of our commonest willows with catkins that are developed before leaves expand.,,1893-05-09,J.M. Macoun,NY,2424902,Vicinity of Victoria,NY = New York Botanical Garden Herbarium,TL,remaining,remaining
saanich,Salicaceae,Salix sitchensis,Salix sitchensis,Stream banks and wet woods; widely distributed throughout.,,1893-06-01,J.M. Macoun,F,V0383087F,Vicinity of Victoria,NY = New York Botanical Garden Herbarium,TL,remaining,remaining
saanich,Salviniaceae,Azolla caroliniana,Azolla caroliniana,Pond near Beaver Lake with Lemna minor and Ricciocarpus natans. Priddle 1997. - check voucher at UBC,,1997-11-10,R. Priddle,BBM (UBC),V217294,"Vancouver Island, District of Saanich, ca. 6.5 km north of Victoria, 640 Beaver Lake road. (verbatim)",(Verbatim),TL,remaining,remaining
saanich,Salviniaceae,Azolla filiculoides,Azolla filiculoides,Several iNaturalist observations Swan Lake 2019-2020. Hartwell photo on eFlora Victoria 2004.,,2019-10-09,David Badke,iNaturalist,36803251,"Swan Lake Nature Sanctuary, Saanich",,TL,remaining,remaining
saanich,Santalaceae,Arceuthobium americanum,Arceuthobium americanum,"AC Jocelyn Hill 1990, TCB Joycelyn Hill 1995.",,1990-04-29,A. Ceska,RBCM,V169707,Jocelyn Hill,,TL,remaining,remaining
saanich,Santalaceae,Comandra umbellata ssp. californica,Comandra umbellata californica,"Dry, open ground; rare; Elk Lake, Colwood, and Langford; Mill Hill Harrison 1973. Several iNaturalist reports Mill Hill.",,2010-08-05,C. Junck,RBCM,V208340,"Langford B.C., just west of Mill Hill Regional Park.",Note: A.S. Harrison collection LEA (4814) has incorrect date 1905-05-26. It is at odds with digitised image lable of voucher specimen.,TL,remaining,remaining
saanich,Sapindaceae,Acer circinatum,Acer circinatum,"Planted; the only recorded natural occurrence on Vancouver Island came from Robertson River, Cowichan Lake district.",,2016-02-24,Wendy Anthony,iNaturalist,2713591,Near University of Victoria 48.5N 123.3W,,TL,remaining,remaining
saanich,Sapindaceae,Acer glabrum var. douglasii,Acer glabrum douglasii,"Moist woods, rocky slopes, shores; occasional throughout in suitable habitats.",,1956-05-15,J.A. Calder,UBC,V077936,4 miles north northwest of Sydney,,"HR, TL, AS",complete,remaining
saanich,Sapindaceae,Acer macrophyllum,Acer macrophyllum,"On edges of coniferous forest, damp woods, shoreline slopes; common throughout. Harrison collected A. platanoides from Uplands Park 1966 - escaping? Established? Fenneman has A. platanoides from Royal Roads.",,1912-05-01,J. Davidson,UBC,V043549,Victoria,,"HR, TL, AS",complete,remaining
saanich,Saxifragaceae,Boykinia occidentalis,Boykinia occidentalis,"Damp, shady woods and along streams; sporadic; most abundant at Goldstream.",,1910-08-05,J.R. Anderson,WS,WS51319,Goldstream,,TL,remaining,remaining
